PlantNumber,ProcessingDate,TimePoint,CodeDate,Lane,Treatment,MilkType,APC,CVTA
4,5/27/2022,Beginning,6/13/2022,1,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,2.04E+01
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,1.08E+03
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,BDL
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,4.09E+02
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,BDL
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,2.04E+01
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,6.13E+01
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,4.09E+02
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,2.08E+03
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,2.04E+02
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,1.64E+02
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,BDL
4,5/27/2022,Beginning,6/13/2022,2,Control,1% White,TNTC,2.04E+01
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,ERROR,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,3.68E+02,1.17E+03
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,3,Control,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,3.47E+02
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,6.13E+01
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,BDL
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,BDL
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,6.13E+01
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,2.04E+02
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,1.02E+02
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,2.04E+02
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,TNTC
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,4.50E+02
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,BDL
4,5/27/2022,Beginning,6/13/2022,4,Intervention,1% White,TNTC,4.09E+01
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,2.23E+03,2.04E+01
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,4.93E+03,4.91E+02
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,1,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,2.04E+01
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,6.13E+01
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,4.09E+01
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,8.18E+01
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,3.27E+02
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,2,Control,Fat Free Chocolate,TNTC,1.02E+03
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,7.56E+02,1.64E+02
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,1.02E+02,6.13E+01
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,5.72E+02
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,3.09E+03,8.18E+01
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,2.04E+01
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,2.04E+01
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,2.04E+02
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,3.68E+02
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,2.04E+01
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,4.70E+02
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,TNTC
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,4.09E+01
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,BDL
4,5/27/2022,End,6/13/2022,4,Intervention,Fat Free Chocolate,TNTC,BDL
1,,Beginning,,LINE,,Fat Free White,2.45E+02,BDL
1,,End,,LINE,,1% Chocolate,TNTC,TNTC
4,,Beginning,,LINE,,1% White,4.46E+03,2.49E+03
4,,End,,LINE,,Fat Free Chocolate,,
